name,group
YLR041W,0
YLR045C,1
YLR048W,1
YLR049C,1
YLR051C,0
YLR052W,
YLR053C,0
YLR054C,1
YLR055C,0
YLR058C,
YLR060W,0
YLR062C,1
YLR063W,0
YLR065C,
YLR068W,0
YLR070C,0
YLR072W,
YLR075W,1
YLR076C,1
YLR079W,1
YLR080W,0
YLR081W,0
YLR086W,0
YLR087C,0
YLR088W,0
YLR089C,0
YLR092W,0
YLR095C,0
YLR096W,0
YLR098C,0
YLR099C,0
YLR101C,1
YLR103C,1
YLR107W,0
YLR108C,0
YLR109W,
YLR110C,1
YLR111W,0
YLR114C,0
YLR119W,0
YLR121C,1
YLR123C,1
YLR126C,0
YLR127C,0
YLR128W,0
YLR131C,1
YLR133W,0
YLR134W,0
YLR136C,1
YLR137W,0
YLR138W,1
YLR140W,0
YLR141W,
YLR142W,0
YLR145W,0
YLR146C,0
YLR149C,0
YLR150W,0
YLR151C,0
YLR152C,0
YLR158C,0
YLR159W,0
YLR161W,0
YLR166C,0
YLR167W,1
YLR168C,0
YLR169W,0
YLR170C,0
YLR171W,0
YLR175W,
YLR176C,0
YLR177W,0
YLR178C,0
YLR183C,0
YLR184W,0
YLR185W,1
YLR186W,0
YLR187W,0
YLR190W,5
YLR191W,0
YLR192C,0
YLR194C,0
YLR197W,0
YLR198C,0
YLR200W,0
YLR205C,1
YLR207W,0
YLR209C,0
YLR211C,0
YLR212C,1
YLR215C,0
YLR216C,
YLR217W,1
YLR218C,0
YLR219W,0
YLR220W,0
YLR222C,
YLR223C,0
YLR227C,0
YLR228C,
YLR229C,0
YLR231C,0
YLR232W,
YLR233C,0
YLR234W,0
YLR236C,0
YLR243W,0
YLR248W,0
YLR249W,1
YLR250W,0
YLR251W,0
YLR252W,0
YLR253W,0
YLR254C,
YLR256W,0
YLR258W,0
YLR260W,0
YLR261C,0
YLR262C,0
YLR265C,0
YLR266C,1
YLR267W,0
YLR270W,0
YLR273C,0
YLR274W,1
YLR275W,0
YLR277C,0
YLR279W,
YLR281C,0
YLR282C,
YLR283W,
YLR286C,1
YLR287C,0
YLR291C,0
YLR293C,0
YLR294C,0
YLR297W,2
YLR298C,0
YLR300W,0
YLR304C,1
YLR305C,0
YLR306W,0
YLR312C,0
YLR313C,0
YLR317W,0
YLR318W,0
YLR319C,
YLR320W,0
YLR324W,0
YLR325C,1
YLR326W,
YLR327C,0
YLR331C,0
YLR333C,1
YLR334C,1
YLR338W,0
YLR339C,0
YLR340W,
YLR343W,1
YLR344W,1
YLR345W,0
YLR346C,0
YLR352W,0
YLR353W,1
YLR355C,1
YLR358C,0
YLR364W,0
YLR367W,0
YLR369W,0
YLR374C,0
YLR376C,0
YLR380W,0
YLR381W,0
YLR382C,0
YLR383W,
YLR384C,0
YLR386W,
YLR388W,0
YLR392C,0
YLR395C,0
YLR400W,
YLR401C,0
YLR406C,1
YLR408C,
YLR411W,0
YLR413W,0
YLR414C,
YLR415C,0
YLR420W,0
YLR425W,
YLR426W,0
YLR428C,0
YLR430W,0
YLR432W,0
YLR434C,0
YLR437C,0
YLR438W,0
YLR439W,0
YLR441C,1
YLR444C,1
YLR445W,0
YLR448W,1
YLR450W,0
YLR451W,0
YLR452C,0
YLR453C,0
YLR454W,0
YLR455W,
YLR457C,0
YLR462W,0
YLR465C,
YLR467W,
YML008C,0
YML009C,0
YML010W,0
YML012W,1
YML013C-A,0
YML019W,0
YML021C,0
YML024W,0
YML026C,1
YML027W,
YML030W,0
YML031W,
YML032C,
YML033W,0
YML034W,0
YML035C,0
YML037C,
YML038C,
YML039W,1
YML040W,0
YML042W,0
YML045W,1
YML046W,
YML052W,0
YML053C,
YML054C,0
YML055W,0
YML056C,0
YML058C-A,0
YML059C,0
YML060W,0
YML061C,0
YML063W,0
YML064C,0
YML065W,0
YML066C,1
YML068W,0
YML073C,
YML074C,0
YML077W,0
YML078W,0
YML080W,0
YML081W,0
YML082W,0
YML083C,0
YML090W,0
YML091C,0
YML093W,
YML094W,0
YML095C,0
YML096W,0
YML100W,0
YML101C,0
YML102C-A,0
YML102W,1
YML103C,0
YML104C,0
YML105C,0
YML109W,0
YML114C,0
YML115C,0
YML117W,0
YML119W,1
YML120C,0
YML122C,
YML128C,0
YML130C,0
YML131W,0
YML133C,0
YMR001C,0
YMR003W,1
YMR006C,
YMR007W,
YMR008C,0
YMR009W,0
YMR011W,0
YMR017W,0
YMR018W,1
YMR021C,0
YMR022W,
YMR023C,0
YMR024W,0
YMR025W,0
YMR030W,0
YMR031C,0
YMR032W,1
YMR033W,0
YMR034C,1
YMR035W,0
YMR036C,
YMR040W,
YMR042W,
YMR044W,0
YMR045C,
YMR046C,
YMR048W,
YMR049C,0
YMR050C,
YMR053C,
YMR055C,0
YMR056C,
YMR058W,
YMR059W,0
YMR062C,
YMR066W,0
YMR069W,0
YMR070W,
YMR072W,0
YMR073C,
YMR074C,0
YMR075C-A,
YMR076C,1
YMR078C,1
YMR079W,
YMR080C,0
YMR081C,
YMR086C-A,0
YMR086W,0
YMR090W,
YMR091C,0
YMR092C,0
YMR093W,0
YMR095C,
YMR096W,0
YMR097C,0
YMR098C,0
YMR103C,
YMR104C,
YMR105C,0
YMR106C,0
YMR108W,0
YMR109W,
YMR110C,0
YMR111C,0
YMR112C,
YMR116C,
YMR117C,0
YMR119W,0
YMR121C,1
YMR122C,0
YMR123W,
YMR128W,0
YMR129W,0
YMR130W,
YMR131C,
YMR132C,0
YMR133W,0
YMR134W,0
YMR136W,
YMR139W,
YMR141C,0
YMR143W,
YMR144W,0
YMR145C,0
YMR146C,
YMR147W,0
YMR152W,0
YMR153C-A,0
YMR154C,0
YMR156C,
YMR158W,0
YMR160W,0
YMR161W,0
YMR162C,
YMR163C,0
YMR166C,0
YMR167W,
YMR169C,
YMR170C,0
YMR171C,0
YMR172C-A,0
YMR172W,0
YMR173W,0
YMR174C,0
YMR176W,0
YMR177W,
YMR178W,
YMR179W,6
YMR181C,0
YMR183C,
YMR184W,
YMR185W,0
YMR186W,0
YMR188C,0
YMR189W,6
YMR190C,0
YMR191W,0
YMR193C-A,
YMR194W,
YMR195W,0
YMR196W,0
YMR198W,0
YMR199W,1
YMR200W,
YMR201C,
YMR202W,
YMR207C,0
YMR208W,
YMR209C,
YMR211W,
YMR212C,0
YMR213W,0
YMR215W,
YMR217W,0
YMR222C,0
YMR223W,0
YMR225C,0
YMR226C,
YMR228W,0
YMR230W,
YMR231W,
YMR232W,0
YMR233W,0
YMR234W,0
YMR235C,0
YMR236W,0
YMR242C,0
YMR244C-A,0
YMR246W,0
YMR250W,0
YMR251W,
YMR253C,0
YMR254C,
YMR255W,0
YMR262W,0
YMR263W,0
YMR265C,0
YMR268C,0
YMR269W,1
YMR270C,0
YMR271C,
YMR273C,0
YMR274C,0
YMR278W,0
YMR279C,0
YMR281W,0
YMR284W,0
YMR286W,0
YMR290C,0
YMR290W-A,0
YMR291W,0
YMR294W,0
YMR295C,0
YMR299C,0
YMR303C,0
YMR305C,
YMR306C-A,0
YMR306W,1
YMR308C,0
YMR312W,0
YMR316C-A,0
YMR316W,0
YMR317W,0
YMR320W,1
YMR325W,0
YNL004W,0
YNL007C,0
YNL009W,0
YNL011C,1
YNL012W,0
YNL013C,0
YNL014W,
YNL015W,0
YNL016W,0
YNL019C,0
YNL021W,0
YNL029C,0
YNL030W,1
YNL031C,
YNL033W,
YNL034W,
YNL035C,0
YNL037C,0
YNL038W,0
YNL041C,0
YNL042W,0
YNL043C,0
YNL046W,1
YNL047C,0
YNL049C,0
YNL051W,0
YNL053W,0
YNL056W,0
YNL057W,0
YNL058C,0
YNL063W,0
YNL065W,0
YNL067W,2
YNL071W,0
YNL072W,
YNL073W,0
YNL078W,0
YNL079C,0
YNL082W,
YNL083W,0
YNL084C,0
YNL087W,1
YNL088W,
YNL092W,0
YNL094W,
YNL096C,0
YNL097C,0
YNL101W,0
YNL102W,1
YNL106C,0
YNL110C,0
YNL111C,0
YNL112W,0
YNL113W,0
YNL114C,0
YNL115C,0
YNL124W,1
YNL126W,0
YNL132W,0
YNL133C,0
YNL134C,0
YNL136W,0
YNL140C,0
YNL142W,
YNL144C,0
YNL146W,0
YNL147W,
YNL148C,0
YNL149C,0
YNL150W,1
YNL152W,1
YNL154C,0
YNL156C,0
YNL160W,0
YNL162W,1
YNL163C,0
YNL164C,0
YNL170W,0
YNL171C,0
YNL172W,0
YNL173C,0
YNL175C,0
YNL176C,
YNL179C,
YNL184C,0
YNL186W,0
YNL191W,0
YNL192W,0
YNL193W,0
YNL194C,0
YNL195C,0
YNL196C,0
YNL197C,0
YNL198C,
YNL199C,0
YNL200C,0
YNL201C,
YNL203C,0
YNL209W,0
YNL210W,
YNL211C,0
YNL215W,0
YNL217W,0
YNL218W,
YNL219C,
YNL220W,0
YNL223W,0
YNL227C,
YNL230C,0
YNL231C,0
YNL233W,0
YNL234W,0
YNL237W,
YNL241C,0
YNL242W,0
YNL243W,0
YNL251C,0
YNL252C,0
YNL255C,0
YNL258C,0
YNL263C,1
YNL266W,0
YNL269W,
YNL270C,
YNL273W,
YNL274C,0
YNL276C,1
YNL277W,
YNL278W,165
YNL279W,
YNL281W,0
YNL285W,0
YNL289W,
YNL290W,0
YNL294C,0
YNL299W,0
YNL300W,
YNL301C,0
YNL302C,0
YNL303W,
YNL304W,0
YNL305C,
YNL306W,0
YNL309W,0
YNL310C,0
YNL312W,0
YNL313C,0
YNL314W,0
YNL325C,0
YNL327W,0
YNL328C,0
YNL329C,0
YNL333W,
YNL335W,
YNL336W,0
YNL339C,0
YNR001C,0
YNR002C,
YNR003C,0
YNR004W,0
YNR006W,0
YNR009W,0
YNR013C,0
YNR014W,0
YNR018W,0
YNR019W,0
YNR022C,0
YNR032W,0
YNR034W,0
YNR036C,0
YNR038W,0
YNR039C,0
YNR042W,0
YNR044W,0
YNR046W,0
YNR049C,0
YNR051C,0
YNR053C,
YNR058W,0
YNR060W,
YNR062C,0
YNR063W,0
YNR065C,0
YNR067C,0
YNR068C,0
YNR071C,0
YNR073C,
YNR077C,0
YOL002C,0
YOL007C,0
YOL009C,
YOL010W,0
YOL011W,1
YOL012C,
YOL013C,0
YOL014W,0
YOL016C,0
YOL017W,
YOL021C,0
YOL022C,0
YOL023W,
YOL026C,0
YOL027C,
YOL028C,0
YOL031C,0
YOL032W,0
YOL036W,0
YOL038W,
YOL039W,0
YOL040C,
YOL041C,0
YOL042W,0
YOL044W,
YOL046C,
YOL047C,
YOL048C,0
YOL049W,0
YOL050C,
YOL052C-A,0
YOL054W,
YOL055C,0
YOL058W,0
YOL059W,0
YOL060C,0
YOL063C,0
YOL064C,
YOL065C,
YOL069W,0
YOL070C,
YOL071W,0
YOL073C,
YOL077C,
YOL079W,0
YOL080C,
YOL081W,0
YOL082W,0
YOL083W,0
YOL090W,
YOL091W,0
YOL093W,1
YOL096C,
YOL100W,0
YOL101C,0
YOL104C,
YOL105C,
YOL106W,
YOL107W,0
YOL108C,0
YOL113W,
YOL114C,0
YOL117W,0
YOL118C,
YOL119C,0
YOL123W,65
YOL124C,0
YOL126C,
YOL127W,1
YOL130W,0
YOL134C,0
YOL138C,
YOL139C,0
YOL140W,
YOL141W,0
YOL143C,
YOL144W,
YOL145C,
YOL146W,0
YOL147C,0
YOL150C,
YOL151W,0
YOL152W,
YOL153C,
YOL154W,
YOL155C,
YOL156W,0
YOL158C,0
YOL159C,0
YOL160W,0
YOL161C,1
YOL162W,0
YOL163W,0
YOL164W,
YOL165C,0
YOR001W,0
YOR003W,
YOR005C,
YOR006C,
YOR012W,0
YOR025W,0
YOR026W,0
YOR027W,0
YOR032C,
YOR036W,0
YOR040W,
YOR041C,
YOR042W,0
YOR049C,
YOR050C,0
YOR053W,0
YOR054C,
YOR056C,
YOR058C,
YOR061W,0
YOR065W,0
YOR066W,
YOR071C,0
YOR072W,0
YOR073W,
YOR074C,
YOR075W,0
YOR077W,
YOR078W,0
YOR084W,1
YOR087W,0
YOR089C,0
YOR091W,0
YOR094W,0
YOR098C,0
YOR102W,0
YOR103C,0
YOR104W,0
YOR107W,0
YOR109W,
YOR114W,
YOR120W,0
YOR121C,0
YOR123C,0
YOR127W,0
YOR132W,0
YOR134W,
YOR135C,0
YOR136W,
YOR140W,0
YOR142W,0
YOR144C,0
YOR145C,
YOR152C,0
YOR153W,0
YOR156C,0
YOR160W,
YOR163W,
YOR167C,1
YOR172W,0
YOR173W,
YOR175C,
YOR177C,0
YOR178C,0
YOR180C,0
YOR181W,0
YOR185C,
YOR188W,
YOR189W,
YOR190W,0
YOR191W,0
YOR195W,
YOR199W,
YOR201C,
YOR203W,
YOR205C,0
YOR206W,0
YOR218C,0
YOR219C,0
YOR220W,0
YOR224C,0
YOR229W,
YOR234C,0
YOR236W,0
YOR237W,0
YOR242C,0
YOR247W,0
YOR248W,
YOR252W,0
YOR254C,0
YOR264W,
YOR265W,0
YOR267C,0
YOR269W,
YOR272W,
YOR273C,0
YOR279C,0
YOR282W,0
YOR283W,0
YOR284W,0
YOR289W,0
YOR290C,
YOR292C,0
YOR293W,1
YOR297C,0
YOR300W,1
YOR302W,0
YOR304W,0
YOR306C,0
YOR309C,1
YOR312C,
YOR313C,0
YOR314W,0
YOR315W,
YOR317W,0
YOR318C,0
YOR321W,
YOR327C,0
YOR330C,
YOR333C,
YOR338W,0
YOR339C,0
YOR341W,0
YOR342C,0
YOR345C,0
YOR347C,
YOR352W,0
YOR356W,
YOR357C,
YOR358W,
YOR362C,0
YOR364W,0
YOR365C,0
YOR368W,
YOR369C,0
YOR371C,0
YOR373W,1
YOR374W,0
YOR377W,
YOR378W,0
YOR379C,0
YOR383C,0
YOR384W,
YOR385W,
YOR386W,
YOR387C,
YOR389W,0
YOR394W,0
YPL002C,0
YPL003W,
YPL004C,
YPL005W,
YPL006W,0
YPL007C,0
YPL008W,0
YPL009C,
YPL013C,
YPL014W,
YPL016W,0
YPL020C,
YPL026C,0
YPL029W,
YPL031C,
YPL035C,0
YPL037C,0
YPL041C,0
YPL042C,0
YPL044C,0
YPL047W,0
YPL052W,0
YPL054W,0
YPL056C,0
YPL057C,
YPL058C,
YPL061W,
YPL067C,0
YPL068C,0
YPL074W,0
YPL076W,0
YPL077C,
YPL081W,
YPL085W,
YPL086C,0
YPL087W,0
YPL090C,
YPL092W,0
YPL094C,0
YPL098C,0
YPL100W,0
YPL101W,
YPL103C,0
YPL113C,0
YPL114W,0
YPL115C,0
YPL116W,
YPL123C,
YPL124W,
YPL126W,
YPL127C,
YPL129W,
YPL132W,0
YPL133C,0
YPL134C,0
YPL140C,
YPL141C,
YPL142C,0
YPL143W,0
YPL145C,0
YPL146C,0
YPL148C,0
YPL150W,0
YPL152W,
YPL153C,1
YPL155C,
YPL158C,
YPL159C,0
YPL162C,
YPL163C,
YPL164C,
YPL165C,
YPL166W,
YPL172C,0
YPL173W,
YPL174C,0
YPL180W,0
YPL183C,
YPL186C,0
YPL187W,
YPL188W,
YPL191C,
YPL192C,
YPL194W,
YPL198W,0
YPL199C,0
YPL203W,0
YPL204W,0
YPL205C,
YPL208W,
YPL209C,
YPL211W,0
YPL212C,
YPL222W,0
YPL223C,
YPL224C,0
YPL226W,0
YPL228W,
YPL229W,
YPL230W,
YPL231W,
YPL232W,
YPL236C,
YPL240C,
YPL241C,
YPL242C,0
YPL247C,
YPL248C,0
YPL249C,0
YPL250C,
YPL255W,0
YPL256C,
YPL257W,0
YPL258C,0
YPL263C,
YPL264C,
YPL265W,
YPL267W,
YPL268W,
YPL269W,
YPL272C,
YPL274W,0
YPL282C,
YPL283C,0
YPR001W,
YPR002W,
YPR003C,
YPR005C,0
YPR006C,0
YPR007C,
YPR011C,
YPR014C,
YPR015C,0
YPR017C,
YPR018W,0
YPR019W,
YPR020W,0
YPR026W,0
YPR027C,0
YPR028W,
YPR040W,0
YPR043W,
YPR044C,
YPR045C,
YPR046W,0
YPR047W,
YPR049C,
YPR051W,
YPR052C,
YPR053C,
YPR055W,
YPR056W,0
YPR061C,0
YPR063C,
YPR064W,
YPR065W,
YPR066W,
YPR068C,0
YPR069C,0
YPR070W,0
YPR071W,
YPR073C,0
YPR075C,
YPR077C,
YPR078C,
YPR079W,
YPR081C,
YPR083W,0
YPR084W,0
YPR088C,
YPR090W,0
YPR094W,0
YPR095C,0
YPR097W,
YPR102C,0
YPR104C,
YPR106W,
YPR107C,
YPR112C,
YPR113W,
YPR115W,
YPR119W,
YPR120C,0
YPR121W,0
YPR122W,
YPR123C,0
YPR124W,
YPR125W,
YPR128C,
YPR129W,0
YPR130C,0
YPR131C,
YPR134W,
YPR135W,0
YPR136C,0
YPR137W,
YPR141C,
YPR142C,
YPR148C,
YPR149W,
YPR150W,0
YPR151C,
YPR156C,
YPR157W,
YPR158W,
YPR160W,
YPR163C,
YPR167C,
YPR168W,
YPR170C,
YPR173C,
YPR174C,
YPR175W,0
YPR176C,
YPR182W,
YPR184W,
YPR185W,
YPR194C,
YPR197C,
YPR200C,
YPR202W,
YPR203W,
YPR204W,
